year,country,GDP
1981,阿富汗,3478787909 
1981,巴林,3467819148 
1981,萨尔瓦多,3437200200 
1981,塞内加尔,3176771103 
1981,牙买加,2979061412 
1981,洪都拉斯,2819500000 
1981,哥斯达黎加,2623807074 
1981,巴布亚新几内亚,2498068350 
1981,尼加拉瓜,2448290109 
1981,蒙古,2310099100 
1981,尼泊尔,2275583316 
1981,纳米比亚,2246757386 
1981,尼日尔,2170893038 
1981,塞浦路斯,2087496373 
1981,刚果（布）,1993512325 
1981,布基纳法索,1775842679 
1981,马里,1538972158 
1981,海地,1479400000 
1981,巴哈马,1426500000 
1981,卢旺达,1407062607 
1981,乌干达,1337300000 
1981,贝宁,1291119965 
1981,法属波利尼西亚,1279972866 
1981,马耳他,1243469360 
1981,马拉维,1237685691 
1981,斐济群岛,1235899836 
1981,摩纳哥,1205166025 
1981,毛里求斯,1142393554 
1981,塞拉利昂,1114830471 
1981,巴巴多斯,1114204743 
1981,博茨瓦纳,1073861599 
1981,新喀里多尼亚,972563810 
1981,布隆迪,969046666 
1981,多哥,962347000 
1981,苏里南,889000000 
1981,乍得,876937559 
1981,利比里亚,846514500 
1981,毛里塔尼亚,747994670 
1981,百慕大,739100032 
1981,索马里,699112266 
1981,中非,694803502 
1981,斯威士兰,571542674 
1981,圭亚那,570357107 
1981,列支敦士登,511658690 
1981,格陵兰,435746974 
1981,莱索托,434188034 
1981,安道尔,388958731 
1981,冈比亚,218764445 
1981,伯利兹,196089854 
1981,圣卢西亚,194444444 
1981,所罗门群岛,187313261 
1981,塞舌尔,154902869 
1981,几内亚比绍,154731969 
1981,安提瓜和巴布达,147841734 
1981,不丹,146391639 
1981,佛得角,139468114 
1981,格林纳达,115651918 
1981,科摩罗,114271897 
1981,瓦努阿图,113781795 
1981,圣文森特和格林纳丁斯,102086539 
1981,多米尼克,82107391 
1981,圣基茨和尼维斯,80888888 
1981,汤加,62242013 
1981,马尔代夫,44781456 
1981,基里巴斯,41369800 
1981,赤道几内亚,36731422 
1981,马绍尔群岛,31020000 
1982,美国,3343790000000 
1982,日本,1134520000000 
1982,德国,776576000000 
1982,法国,584878000000 
1982,英国,515049000000 
1982,意大利,427273000000 
1982,加拿大,313507000000 
1982,巴西,281682000000 
1982,中国,205090000000 
1982,印度,200715000000 
1982,西班牙,195997000000 
1982,澳大利亚,193770000000 
1982,墨西哥,184609000000 
1982,荷兰,158480000000 
1982,沙特阿拉伯,153239000000 
1982,伊朗,125949000000 
1982,瑞典,114381000000 
1982,瑞士,111711000000 
1982,比利时,92095926187 
1982,印尼,90158449307 
1982,阿根廷,84307486836 
1982,南非,78423059791 
1982,韩国,78358866334 
1982,奥地利,71275287569 
1982,委内瑞拉,67736744186 
1982,土耳其,64546332580 
1982,挪威,62647195537 
1982,丹麦,60412844678 
1982,希腊,54617989795 
1982,芬兰,52797582336 
1982,尼日利亚,51397461685 
1982,阿联酋,46622718605 
1982,阿尔及利亚,45207088715 
1982,伊拉克,42595309882 
1982,哥伦比亚,38968039721 
1982,菲律宾,37140163934 
1982,泰国,36589797857 
1982,香港,32291306281 
1982,巴基斯坦,30725971563 
1982,葡萄牙,30527754793 
1982,以色列,27934609053 
1982,埃及,27655172413 
1982,马来西亚,26804401815 
1982,智利,25325893205 
1982,新西兰,24164603058 
1982,秘鲁,21793496819 
1982,科威特,21577977770 
1982,爱尔兰,21500471719 
1982,古巴,20953510235 
1982,厄瓜多尔,19929853574 
1982,保加利亚,19342000000 
1982,孟加拉,18525399201 
1982,摩洛哥,17692341358 
1982,波多黎各,16764200000 
1982,叙利亚,16298905397 
1982,新加坡,16084252378 
1982,刚果（金）,13651667371 
1982,苏丹,9240000000 
1982,乌拉圭,9178802162 
1982,危地马拉,8716999700 
1982,津巴布韦,8539700700 
1982,多米尼加,8267400000 
1982,特立尼达和多巴哥,8140416666 
1982,突尼斯,8133401049 
1982,埃塞俄比亚,7707678019 
1982,卡塔尔,7596703214 
1982,科特迪瓦,7567109766 
1982,阿曼,7554719455 
1982,喀麦隆,7322914570 
1982,肯尼亚,6431579357 
1982,巴拿马,5769767900 
1982,玻利维亚,5587490264 
1982,安哥拉,5550483035 
1982,巴拉圭,5419411764 
1982,斯里兰卡,4768765016 
1982,卢森堡,4764549708 
1982,约旦,4680567375 
1982,文莱,4264252336 
1982,加纳,4035994397 
1982,赞比亚,3994777777 
1982,巴林,3645744680 
1982,加蓬,3618007844 
1982,莫桑比克,3612171957 
1982,马达加斯加,3526198070 
1982,萨尔瓦多,3399189100 
1982,牙买加,3293533288 
1982,冰岛,3211446625 
1982,塞内加尔,3109677455 
1982,洪都拉斯,2903500050 
1982,哥斯达黎加,2606621255 
1982,蒙古,2552401933 
1982,尼加拉瓜,2465165179 
1982,尼泊尔,2395429852 
1982,巴布亚新几内亚,2368584969 
1982,乌干达,2177500000 
1982,刚果（布）,2160640566 
1982,塞浦路斯,2159242416 
1982,纳米比亚,2116069373 
1982,尼日尔,2017611927 
1982,布基纳法索,1754450379 
1982,巴哈马,1578300000 
1982,海地,1474200000 
1982,卢旺达,1407242640 
1982,马里,1333754034 
1982,塞拉利昂,1295361885 
1982,法属波利尼西亚,1286462642 
1982,贝宁,1267778489 
1982,马耳他,1234518125 
1982,斐济群岛,1194015444 
1982,马拉维,1180104216 
1982,巴巴多斯,1163923830 
1982,摩纳哥,1143229071 
1982,澳门,1130457130 
1982,毛里求斯,1078408829 
1982,博茨瓦纳,1014907254 
1982,布隆迪,1013222222 
1982,苏里南,915000000 
1982,新喀里多尼亚,904619629 
1982,利比里亚,863933200 
1982,乍得,834369860 
1982,多哥,821651918 
1982,百慕大,785500032 
1982,索马里,774419569 
1982,毛里塔尼亚,750214401 
1982,中非,748312283 
1982,斯威士兰,537575980 
1982,列支敦士登,522090331 
1982,圭亚那,482000000 
1982,格陵兰,402405069 
1982,安道尔,375895956 
1982,莱索托,348746822 
1982,冈比亚,216051495 
1982,所罗门群岛,186386571 
1982,圣卢西亚,183333333 
1982,伯利兹,182206326 
1982,几内亚比绍,165523634 
1982,安提瓜和巴布达,164369278 
1982,不丹,148934334 
1982,塞舌尔,147912069 
1982,佛得角,140630758 
1982,格林纳达,125435590 
1982,萨摩亚,121221651 
1982,瓦努阿图,114501912 
1982,圣文森特和格林纳丁斯,113759203 
1982,科摩罗,107089552 
1982,多米尼克,89527576 
1982,圣基茨和尼维斯,86022222 
1982,汤加,62068161 
1982,马尔代夫,47935843 
1982,赤道几内亚,44294647 
1982,基里巴斯,40572066 
1982,马绍尔群岛,34918000 
1983,美国,3634040000000 
1983,日本,1243320000000 
1983,德国,770684000000 
1983,法国,559869000000 
1983,英国,489618000000 
1983,意大利,443042000000 
1983,加拿大,340548000000 
1983,中国,230687000000 
1983,印度,218262000000 
1983,巴西,203305000000 
1983,澳大利亚,177030000000 
1983,西班牙,170951000000 
1983,伊朗,156365000000 
1983,墨西哥,156159000000 
1983,荷兰,153445000000 
1983,沙特阿拉伯,129172000000 
1983,瑞士,111314000000 
1983,瑞典,105014000000 
1983,阿根廷,103979000000 
1983,韩国,87760360941 
1983,南非,87415851379 
1983,比利时,87184239053 
1983,印尼,81052283404 
1983,奥地利,72121016546 
1983,委内瑞拉,67556279069 
1983,土耳其,61678280115 
1983,挪威,61627240831 
1983,丹麦,60644782176 
1983,芬兰,50973526900 
1983,希腊,49428873839 
1983,阿尔及利亚,48801369800 
1983,阿联酋,42803323345 
1983,伊拉克,40595046638 
1983,泰国,40042826244 
1983,哥伦比亚,38729822781 
1983,尼日利亚,35451565749 
1983,菲律宾,33212180658 
1983,以色列,31200693950 
1983,埃及,30966239813 
1983,马来西亚,30346788437 
1983,香港,29907091339 
1983,巴基斯坦,28691889763 
1983,葡萄牙,27239650741 
1983,新西兰,24309279705 
1983,古巴,22204940512 
1983,科威特,20869434305 
1983,爱尔兰,20790917098 
1983,智利,20355959237 
1983,新加坡,17784112149 
1983,孟加拉,17609048821 
1983,叙利亚,17589184556 
1983,秘鲁,17345624453 
1983,波多黎各,17276600000 
1983,厄瓜多尔,17152483214 
1983,保加利亚,16563666666 
1983,摩洛哥,16251460689 
1983,刚果（金）,11006712650 
1983,多米尼加,9220600000 
1983,危地马拉,9050000400 
1983,埃塞俄比亚,8567890821 
1983,突尼斯,8350176782 
1983,苏丹,8230153846 
1983,阿曼,7932541690 
1983,津巴布韦,7764067000 
1983,特立尼达和多巴哥,7763750000 
1983,喀麦隆,7381854746 
1983,科特迪瓦,6838185418 
1983,卡塔尔,6467582307 
1983,肯尼亚,5979198463 
1983,巴拿马,5923755900 
1983,安哥拉,5784341596 
1983,巴拉圭,5673248726 
1983,玻利维亚,5422440961 
1983,斯里兰卡,5167913302 
1983,乌拉圭,5102281255 
1983,约旦,4920407601 
1983,卢森堡,4683697830 
1983,加纳,4057275042 
1983,文莱,3844723142 
1983,巴林,3735106382 
1983,牙买加,3619294120 
1983,马达加斯加,3511573991 
1983,萨尔瓦多,3506347800 
1983,加蓬,3391275731 
1983,莫桑比克,3236430348 
1983,赞比亚,3216307692 
1983,哥斯达黎加,3146770103 
1983,洪都拉斯,3076999950 
1983,塞内加尔,2774199193 
1983,冰岛,2770107918 
1983,尼加拉瓜,2743341724 
1983,蒙古,2725736633 
1983,巴布亚新几内亚,2562492524 
1983,尼泊尔,2447174803 
1983,纳米比亚,2293990996 
1983,乌干达,2240333333 
1983,塞浦路斯,2160364071 
1983,刚果（布）,2097274289 
1983,尼日尔,1803099731 
1983,巴哈马,1732800000 
1983,海地,1623600000 
1983,布基纳法索,1600278756 
1983,卢旺达,1479688125 
1983,法属波利尼西亚,1335895286 
1983,马里,1297765448 
1983,巴巴多斯,1236016506 
1983,马拉维,1223186840 
1983,博茨瓦纳,1172258182 
1983,马耳他,1165771369 
1983,斐济群岛,1123107276 
1983,澳门,1121486562 
1983,贝宁,1095348302 
1983,摩纳哥,1092551781 
1983,毛里求斯,1090276947 
1983,布隆迪,1082926304 
1983,塞拉利昂,995104305 
1983,百慕大,889400000 
1983,苏里南,883500000 
1983,乍得,832415805 
1983,新喀里多尼亚,823832940 
1983,利比里亚,823374900 
1983,毛里塔尼亚,788371840 
1983,多哥,765746590 
1983,索马里,733901365 
1983,中非,658679394 
1983,斯威士兰,555336145 
1983,列支敦士登,524034109 
1983,圭亚那,489333333 
1983,格陵兰,416183706 
1983,莱索托,386699308 
1983,安道尔,327861832 
1983,冈比亚,213446562 
1983,圣卢西亚,197037037 
1983,伯利兹,192103185 
1983,安提瓜和巴布达,182144092 
1983,所罗门群岛,175866271 
1983,不丹,165585940 
1983,几内亚比绍,163577538 
1983,塞舌尔,146712850 
1983,佛得角,138476239 
1983,格林纳达,131803552 
1983,圣文森特和格林纳丁斯,122255349 
1983,瓦努阿图,117389554 
1983,萨摩亚,111862823 
1983,科摩罗,111519676 
1983,密克罗尼西亚联邦,106500000 
1983,多米尼克,98665191 
1983,圣基茨和尼维斯,86874074 
1983,汤加,60863963 
1983,马尔代夫,57829787 
1983,赤道几内亚,44442456 
1983,马绍尔群岛,41749000 
1983,基里巴斯,37837837 
1984,美国,4037610000000 
1984,日本,1318380000000 
1984,德国,725111000000 
1984,法国,530684000000 
1984,英国,461487000000 
1984,意大利,437888000000 
1984,加拿大,355373000000 
1984,中国,259947000000 
1984,印度,212158000000 
1984,巴西,209024000000 
1984,澳大利亚,193242000000 
1984,墨西哥,184261000000 
1984,西班牙,172103000000 
1984,伊朗,162277000000 
1984,荷兰,143913000000 
1984,沙特阿拉伯,119625000000 
1984,瑞典,109201000000 
1984,瑞士,106285000000 
1984,韩国,97510235986 
1984,印尼,84853699994 
1984,比利时,83349530159 
1984,阿根廷,79092001998 
1984,南非,77344092904 
1984,奥地利,67985344886 
1984,挪威,62057955032 
1984,委内瑞拉,60010285714 
1984,土耳其,59989909457 
1984,丹麦,59105236853 
1984,阿尔及利亚,53698278905 
1984,芬兰,52888800949 
1984,希腊,48020024183 
1984,伊拉克,46802508845 
1984,阿联酋,41807954235 
1984,泰国,41797592963 
1984,哥伦比亚,38253120737 
1984,埃及,33971188991 
1984,马来西亚,33943505717 
1984,香港,33511383985 
1984,菲律宾,31408492876 
1984,巴基斯坦,31151825467 
1984,以色列,29262189631 
1984,尼日利亚,28500815241 
1984,葡萄牙,25217969049 
1984,古巴,24039383608 
1984,科威特,21697297872 
1984,新西兰,21665975318 
1984,爱尔兰,20130728188 
1984,新加坡,19749361097 
1984,智利,19622527479 
1984,波多黎各,19162600000 
1984,孟加拉,18920840000 
1984,秘鲁,17599660054 
1984,保加利亚,17594944444 
1984,叙利亚,17503082982 
1984,厄瓜多尔,16912515183 
1984,摩洛哥,14824728528 
1984,多米尼加,11594000000 
1984,苏丹,9701357142 
1984,危地马拉,9470000100 
1984,阿曼,8821366531 
1984,突尼斯,8254891864 
1984,埃塞俄比亚,8096302367 
1984,刚果（金）,7857729193 
1984,喀麦隆,7801858825 
1984,特立尼达和多巴哥,7757083333 
1984,科特迪瓦,6841638714 
1984,卡塔尔,6704395824 
1984,津巴布韦,6352125900 
1984,肯尼亚,6191437070 
1984,巴拿马,6183387100 
1984,玻利维亚,6169501037 
1984,安哥拉,6131475065 
1984,斯里兰卡,6043474842 
1984,约旦,4966710013 
1984,乌拉圭,4850241442 
1984,卢森堡,4594891790 
1984,巴拉圭,4502462807 
1984,加纳,4412279843 
1984,巴林,3905585106 
1984,文莱,3782523088 
1984,萨尔瓦多,3661683400 
1984,哥斯达黎加,3660476458 
1984,乌干达,3615647477 
1984,加蓬,3561451562 
1984,莫桑比克,3376172169 
1984,洪都拉斯,3319000000 
1984,尼加拉瓜,3105517091 
1984,马达加斯加,2939485471 
1984,冰岛,2868747038 
1984,赞比亚,2739444444 
1984,塞内加尔,2705535756 
1984,尼泊尔,2581207387 
1984,巴布亚新几内亚,2552526263 
1984,牙买加,2373566957 
1984,塞浦路斯,2278248953 
1984,刚果（布）,2193581366 
1984,蒙古,2098734600 
1984,巴哈马,2041100000 
1984,纳米比亚,1947967886 
1984,阿尔巴尼亚,1857338011 
1984,海地,1816200000 
1984,老挝,1757142805 
1984,卢旺达,1587412957 
1984,尼日尔,1461243212 
1984,布基纳法索,1459880352 
1984,法属波利尼西亚,1378991403 
1984,巴巴多斯,1346890071 
1984,澳门,1292281653 
1984,博茨瓦纳,1240796364 
1984,马里,1232932008 
1984,马拉维,1208008985 
1984,斐济群岛,1177997413 
1984,马耳他,1101828568 
1984,塞拉利昂,1087471861 
1984,贝宁,1051133927 
1984,毛里求斯,1040557089 
1984,摩纳哥,1037314956 
1984,布隆迪,987143931 
1984,百慕大,985699968 
1984,乍得,919103735 
1984,苏里南,864000000 
1984,利比里亚,848478300 
1984,新喀里多尼亚,796018978 
1984,索马里,788307213 
1984,毛里塔尼亚,726937308 
1984,多哥,718148959 
1984,中非,637820620 
1984,列支敦士登,502617355 
1984,斯威士兰,494475699 
1984,圭亚那,437631605 
1984,格陵兰,379371608 
1984,莱索托,333158476 
1984,安道尔,330070689 
1984,所罗门群岛,252806783 
1984,圣卢西亚,251481481 
1984,伯利兹,214381949 
1984,安提瓜和巴布达,208372846 
1984,冈比亚,177338801 
1984,不丹,169264991 
1984,塞舌尔,151313241 
1984,格林纳达,145533310 
1984,瓦努阿图,144482515 
1984,几内亚比绍,138478900 
1984,圣文森特和格林纳丁斯,135024987 
1984,佛得角,132019065 
1984,马尔代夫,109503546 
1984,萨摩亚,109200934 
1984,多米尼克,109157070 
1984,科摩罗,107489822 
1984,圣基茨和尼维斯,98603703 
1984,汤加,64248354 
1984,赤道几内亚,50320914 
1984,马绍尔群岛,45144000 
1984,基里巴斯,41246160 
1985,美国,4338980000000 
1985,日本,1398890000000 
1985,德国,732535000000 
1985,法国,553138000000 
1985,英国,489285000000 
1985,意大利,452217000000 
1985,加拿大,364756000000 
1985,中国,309488000000 
1985,印度,232512000000 
1985,巴西,222943000000 
1985,墨西哥,195220000000 
1985,西班牙,180793000000 
1985,澳大利亚,180235000000 
1985,伊朗,180184000000 
1985,荷兰,143846000000 
1985,瑞典,114124000000 
1985,瑞士,107766000000 
1985,沙特阿拉伯,103898000000 
1985,韩国,101296000000 
1985,阿根廷,88416668900 
1985,比利时,86268264148 
1985,印尼,85289491750 
1985,奥地利,69386774408 
1985,土耳其,67234948264 
1985,挪威,65416879914 
1985,丹麦,62658568287 
1985,委内瑞拉,61965466666 
1985,南非,59082638803 
1985,阿尔及利亚,57937868670 
1985,芬兰,55875863392 
1985,伊拉克,48284979092 
1985,希腊,47820851221 
1985,阿联酋,40603650231 
1985,埃及,39053502251 
1985,泰国,38900692712 
1985,香港,35699543050 
1985,哥伦比亚,34894411351 
1985,马来西亚,31200161095 
1985,巴基斯坦,31144920844 
1985,菲律宾,30734335448 
1985,尼日利亚,28873977228 
1985,以色列,27600861820 
1985,葡萄牙,27115807742 
1985,新西兰,24679795396 
1985,古巴,22920490774 
1985,孟加拉,22278423076 
1985,科威特,21442619680 
1985,爱尔兰,21295485966 
1985,波多黎各,20289200000 
1985,新加坡,19156532745 
1985,智利,17702885393 
1985,保加利亚,17155421052 
1985,厄瓜多尔,17149094589 
1985,秘鲁,16548827018 
1985,叙利亚,16403544510 
1985,摩洛哥,14991283215 
1985,越南,14094687820 
1985,苏丹,12403733333 
1985,阿曼,10005500579 
1985,危地马拉,9721652086 
1985,埃塞俄比亚,9480840483 
1985,突尼斯,8410185739 
1985,喀麦隆,8148223603 
1985,安哥拉,7553560459 
1985,特立尼达和多巴哥,7375918367 
1985,刚果（金）,7195042616 
1985,科特迪瓦,6977650069 
1985,巴拿马,6541517100 
1985,卡塔尔,6153296456 
1985,肯尼亚,6135034338 
1985,斯里兰卡,5978460972 
1985,津巴布韦,5637259300 
1985,玻利维亚,5377277406 
1985,多米尼加,5044592944 
1985,约旦,4993829194 
1985,卢森堡,4738559684 
1985,乌拉圭,4732017873 
1985,加纳,4504342149 
1985,莫桑比克,4456240740 
1985,哥斯达黎加,3919203960 
1985,萨尔瓦多,3800368600 
1985,巴林,3651861702 
1985,洪都拉斯,3639499950 
1985,文莱,3523612563 
1985,乌干达,3519666338 
1985,加蓬,3339914759 
1985,巴拉圭,3282449235 
1985,冰岛,2988537813 
1985,塞内加尔,2962199835 
1985,马达加斯加,2857889712 
1985,尼加拉瓜,2683816288 
1985,尼泊尔,2619913955 
1985,塞浦路斯,2430411900 
1985,巴布亚新几内亚,2423373088 
1985,老挝,2366666615 
1985,巴哈马,2320699900 
1985,赞比亚,2281258064 
1985,蒙古,2186505475 
1985,刚果（布）,2160872541 
1985,牙买加,2100223149 
1985,海地,2009400000 
1985,阿尔巴尼亚,1897050133 
1985,卢旺达,1715625839 
1985,纳米比亚,1605911706 
1985,布基纳法索,1552493413 
1985,法属波利尼西亚,1507230778 
1985,尼日尔,1440581533 
1985,巴巴多斯,1409536120 
1985,马里,1392195933 
1985,澳门,1348827324 
1985,布隆迪,1149979285 
1985,斐济群岛,1141210124 
1985,马拉维,1131347798 
1985,马耳他,1117835285 
1985,博茨瓦纳,1114764007 
1985,摩纳哥,1082851076 
1985,毛里求斯,1076121094 
1985,贝宁,1045712703 
1985,百慕大,1039500032 
1985,乍得,1033069709 
1985,索马里,876404617 
1985,苏里南,873000000 
1985,中非,864849765 
1985,塞拉利昂,856890498 
1985,新喀里多尼亚,854823821 
1985,利比里亚,851296100 
1985,多哥,762359722 
1985,毛里塔尼亚,683193876 
1985,列支敦士登,529078995 
1985,圭亚那,453488372 
1985,格陵兰,412876071 
1985,斯威士兰,361014890 
1985,安道尔,346737964 
1985,吉布提,340989527 
1985,圣卢西亚,284444444 
1985,莱索托,268626912 
1985,安提瓜和巴布达,240923924 
1985,所罗门群岛,232306861 
1985,冈比亚,225724851 
1985,伯利兹,212643742 
1985,不丹,172217502 
1985,塞舌尔,168887539 
1985,格林纳达,167728455 
1985,圣文森特和格林纳丁斯,145641705 
1985,几内亚比绍,143856253 
1985,佛得角,137728155 
1985,瓦努阿图,131856420 
1985,马尔代夫,127154929 
1985,多米尼克,119491932 
1985,科摩罗,114490697 
1985,圣基茨和尼维斯,111007407 
1985,萨摩亚,95572172 
1985,赤道几内亚,62118564 
1985,汤加,60058663 
1985,马绍尔群岛,43879000 
1985,基里巴斯,32125148 
1986,美国,4579630000000 
1986,日本,2078950000000 
1986,德国,1046260000000 
1986,法国,771471000000 
1986,意大利,640386000000 
1986,英国,601453000000 
1986,加拿大,377438000000 
1986,中国,300758000000 
1986,巴西,268137000000 
1986,西班牙,251321000000 
1986,印度,248986000000 
1986,伊朗,209095000000 
1986,荷兰,200862000000 
1986,澳大利亚,182037000000 
1986,瑞士,154482000000 
1986,瑞典,150498000000 
1986,墨西哥,134550000000 
1986,比利时,120019000000 
1986,韩国,116837000000 
1986,阿根廷,110934000000 
1986,奥地利,99036164939 
1986,丹麦,88078760103 
1986,沙特阿拉伯,86962013010 
1986,印尼,79954072569 
1986,挪威,78693253275 
1986,土耳其,75728009962 
1986,芬兰,73531550551 
1986,南非,67521602552 
1986,阿尔及利亚,63696301892 
1986,委内瑞拉,60391604938 
1986,希腊,56379593476 
1986,伊拉克,47127693792 
1986,泰国,43096746122 
1986,埃及,41253507951 
1986,香港,41075570591 
1986,葡萄牙,38745901353 
1986,哥伦比亚,34942489683 
1986,以色列,34216514316 
1986,阿联酋,33943612094 
1986,巴基斯坦,31899070055 
1986,新西兰,30604668356 
1986,菲律宾,29868339080 
1986,爱尔兰,28748959304 
1986,马来西亚,27734562640 
1986,越南,26336616250 
1986,古巴,24226574634 
1986,波多黎各,22009300000 
1986,孟加拉,21774033333 
1986,尼日利亚,20721499308 
1986,保加利亚,20249294117 
1986,摩洛哥,19462175321 
1986,智利,18891048818 
1986,新加坡,18586746056 
1986,科威特,17903681693 
1986,苏丹,15769062500 
1986,厄瓜多尔,15314143988 
1986,秘鲁,15244232957 
1986,叙利亚,13293209270 
1986,喀麦隆,10621158532 
1986,埃塞俄比亚,9848600869 
1986,科特迪瓦,9158302205 
1986,突尼斯,9018136020 
1986,刚果（金）,8095367168 
1986,阿曼,7323822251 
1986,肯尼亚,7239126716 
1986,危地马拉,7231963515 
1986,安哥拉,7072063345 
1986,卢森堡,6921264222 
1986,巴拿马,6797834200 
1986,斯里兰卡,6405210563 
1986,约旦,6401380000 
1986,津巴布韦,6217523700 
1986,多米尼加,6122198120 
1986,乌拉圭,5880112788 
1986,加纳,5727602644 
1986,莫桑比克,5247193069 
1986,卡塔尔,5053021950 
1986,特立尼达和多巴哥,4794444444 
1986,哥斯达黎加,4418983870 
1986,塞内加尔,4189860416 
1986,冰岛,3995619693 
1986,玻利维亚,3958338883 
1986,乌干达,3923232122 
1986,洪都拉斯,3808500050 
1986,萨尔瓦多,3771663200 
1986,巴拉圭,3723993942 
1986,加蓬,3403638193 
1986,马达加斯加,3258288890 
1986,塞浦路斯,3090734463 
1986,巴林,3052393617 
1986,蒙古,2896178866 
1986,尼加拉瓜,2885710608 
1986,尼泊尔,2850784523 
1986,牙买加,2754566176 
1986,巴布亚新几内亚,2648033765 
1986,巴哈马,2472500000 
1986,文莱,2358592817 
1986,海地,2318000000 
1986,法属波利尼西亚,2301514717 
1986,阿尔巴尼亚,2097326250 
1986,布基纳法索,2036303381 
1986,卢旺达,1944711061 
1986,几内亚,1922600899 
1986,尼日尔,1904097020 
1986,马里,1852163474 
1986,刚果（布）,1849268214 
1986,纳米比亚,1806223061 
1986,老挝,1776842041 
1986,赞比亚,1661948717 
1986,巴巴多斯,1547755183 
1986,澳门,1517496131 
1986,摩纳哥,1515209588 
1986,毛里求斯,1462900255 
1986,马耳他,1435079200 
1986,博茨瓦纳,1392634771 
1986,贝宁,1336102040 
1986,斐济群岛,1290228616 
1986,布隆迪,1201725497 
1986,新喀里多尼亚,1201262517 
1986,马拉维,1183654827 
1986,百慕大,1173500032 
1986,中非,1122265026 
1986,乍得,1067828247 
1986,多哥,1060911735 
1986,索马里,930318705 
1986,苏里南,891000000 
1986,利比里亚,840964400 
1986,毛里塔尼亚,802890746 
1986,列支敦士登,779365167 
1986,格陵兰,603015696 
1986,圭亚那,504651139 
1986,塞拉利昂,490181456 
1986,安道尔,482000594 
1986,斯威士兰,449146608 
1986,阿鲁巴,405463417 
1986,圣卢西亚,340000000 
1986,莱索托,318862888 
1986,安提瓜和巴布达,290440140 
1986,伯利兹,231638320 
1986,所罗门群岛,210737869 
1986,塞舌尔,207850623 
1986,不丹,201375725 
1986,佛得角,190651207 
1986,格林纳达,187589522 
1986,冈比亚,185646209 
1986,科摩罗,162487763 
1986,圣文森特和格林纳丁斯,160846656 
1986,马尔代夫,141902097 
1986,多米尼克,135161958 
1986,圣基茨和尼维斯,130685185 
1986,几内亚比绍,130225018 
1986,瓦努阿图,126498935 
1986,密克罗尼西亚联邦,112210000 
1986,萨摩亚,100947848 
1986,赤道几内亚,76407396 
1986,汤加,68195855 
1986,马绍尔群岛,55989000 
1986,基里巴斯,32085561 
1987,美国,4855220000000 
1987,日本,2532810000000 
1987,德国,1298180000000 
1987,法国,934173000000 
1987,意大利,805713000000 
1987,英国,745163000000 
1987,加拿大,431317000000 
1987,西班牙,318748000000 
1987,巴西,294084000000 
1987,印度,279034000000 
1987,中国,272973000000 
1987,荷兰,245046000000 
1987,瑞士,193466000000 
1987,澳大利亚,189062000000 
1987,瑞典,183010000000 
1987,比利时,149394000000 
1987,韩国,147948000000 
1987,墨西哥,147541000000 
1987,伊朗,134010000000 
1987,奥地利,124168000000 
1987,阿根廷,111106000000 
1987,丹麦,109414000000 
1987,挪威,94230055658 
1987,芬兰,91594751792 
1987,南非,88573697221 
1987,土耳其,87172789528 
1987,沙特阿拉伯,85695941760 
1987,印尼,75929617576 
1987,阿尔及利亚,66742267773 
1987,希腊,65652750377 
1987,乌克兰,64087694038 
1987,伊拉克,56609842393 
1987,香港,50622571586 
1987,泰国,50535438696 
1987,葡萄牙,48182925857 
1987,委内瑞拉,48029034482 
1987,以色列,41106183368 
1987,埃及,40455616653 
1987,新西兰,40376354069 
1987,罗马尼亚,38413636363 
1987,越南,36658108850 
1987,阿联酋,36384908744 
1987,哥伦比亚,36373307085 
1987,爱尔兰,33961141151 
1987,巴基斯坦,33351529274 
1987,菲律宾,33195933429 
1987,马来西亚,32181695507 
1987,保加利亚,28101000000 
1987,古巴,25213935012 
1987,孟加拉,24298032258 
1987,尼日利亚,24093203444 
1987,波多黎各,24025800000 
1987,科威特,22365734481 
1987,智利,22255407684 
1987,摩洛哥,21765261041 
1987,新加坡,20919215578 
1987,秘鲁,20702298396 
1987,苏丹,20155555555 
1987,厄瓜多尔,13945431882 
1987,喀麦隆,12302471429 
1987,叙利亚,11356215712 
1987,埃塞俄比亚,10527338647 
1987,科特迪瓦,10087653189 
1987,突尼斯,9696271268 
1987,卢森堡,8614215018 
1987,安哥拉,8083872012 
1987,肯尼亚,7970820530 
1987,阿曼,7811183094 
1987,刚果（金）,7661625472 
1987,乌拉圭,7367494080 
1987,危地马拉,7084399840 
1987,巴拿马,6827665300 
1987,约旦,6755599113 
1987,津巴布韦,6741215100 
1987,斯里兰卡,6682167119 
1987,乌干达,6269511614 
1987,多米尼加,5826987099 
1987,冰岛,5528616187 
1987,卡塔尔,5446428681 
1987,加纳,5074829931 
1987,塞内加尔,5040708115 
1987,特立尼达和多巴哥,4797777777 
1987,哥斯达黎加,4532952047 
1987,玻利维亚,4323623622 
1987,洪都拉斯,4152499950 
1987,巴拉圭,3971044723 
1987,萨尔瓦多,3958045800 
1987,尼加拉瓜,3851213727 
1987,塞浦路斯,3704813885 
1987,巴林,3392021010 
1987,牙买加,3286987551 
1987,加蓬,3281797038 
1987,巴布亚新几内亚,3143848331 
1987,蒙古,3020611600 
1987,尼泊尔,2957255379 
1987,文莱,2754463437 
